"UniProt1","UniProt2","symbol1","symbol2","evidence type"
"P29376","P35916","LTK","FLT4","pred"
"P29376","P36896","LTK","ACVR1B","pred"
"P29376","P40763","LTK","STAT3","pred"
"P29376","Q99952","LTK","PTPN18","pred"
"P29376","P35968","LTK","KDR","pred"
"P29376","Q9P0L2","LTK","MARK1","pred"
"P29376","P35222","LTK","CTNNB1","pred"
"P29376","P51813","LTK","BMX","pred"
"P29376","P30530","LTK","AXL","pred"
"P29376","Q14289","LTK","PTK2B","pred"
"P29376","Q13094","LTK","LCP2","pred"
"P29376","P54753","LTK","EPHB3","pred"
"P29376","Q92569","LTK","PIK3R3","pred"
"P29376","Q16816","LTK","PHKG1","pred"
"P29376","P43250","LTK","GRK6","pred"
"P29376","P68400","LTK","CSNK2A1","pred"
"P29376","P43403","LTK","ZAP70","pred"
"P29376","Q15569","LTK","TESK1","pred"
"P29376","Q16513","LTK","PKN2","pred"
"P29376","Q9UJM3","LTK","ERRFI1","exp"
"P29376","P54764","LTK","EPHA4","pred"
"P29401","Q14765","TKT","STAT4","exp"
"P29459","Q13568","IL12A","IRF5","exp"
"P29460","Q13568","IL12B","IRF5","exp;pred"
"P29466","Q13546","CASP1","RIPK1","pred"
"P29590","Q13568","PML","IRF5","pred"
"P29597","P31994","TYK2","FCGR2B","pred"
"P29597","Q14765","TYK2","STAT4","pred"
"P29597","Q9Y2R2","TYK2","PTPN22","pred"
"P29692","Q13546","EEF1D","RIPK1","pred"
"P30273","P31994","FCER1G","FCGR2B","pred"
"P30279","Q13546","CCND2","RIPK1","pred"
"P30281","Q13546","CCND3","RIPK1","pred"
"P30291","Q13546","WEE1","RIPK1","pred"
"P30480","Q15116","HLA-B","PDCD1","pred"
"P30504","Q15116","HLA-C","PDCD1","pred"
"P30530","P31994","AXL","FCGR2B","pred"
"P30530","Q13546","AXL","RIPK1","pred"
"P30530","Q9Y2R2","AXL","PTPN22","pred"
"P31151","Q13546","S100A7","RIPK1","pred"
"P31260","P31994","HOXA10","FCGR2B","pred"
"P31689","Q13546","DNAJA1","RIPK1","exp;pred"
"P31749","Q13546","AKT1","RIPK1","pred"
"P31751","Q13546","AKT2","RIPK1","pred"
"P31785","P31994","IL2RG","FCGR2B","pred"
"P31943","Q13546","HNRNPH1","RIPK1","pred"
"P31946","Q13546","YWHAB","RIPK1","pred"
"P31994","Q16620","FCGR2B","NTRK2","pred"
"P31994","Q9NPY3","FCGR2B","CD93","pred"
"P31994","Q16288","FCGR2B","NTRK3","pred"
"P31994","Q8NHJ6","FCGR2B","LILRB4","pred"
"P31994","Q9BYB0","FCGR2B","SHANK3","pred"
"P31994","Q07890","FCGR2B","SOS2","pred"
"P31994","Q15036","FCGR2B","SNX17","pred"
"P31994","Q9BWV1","FCGR2B","BOC","pred"
"P31994","P31995","FCGR2B","FCGR2C","pred"
"P31994","Q9Y6Y9","FCGR2B","LY96","pred"
"P31994","Q9H1R2","FCGR2B","DUSP15","pred"
"P31994","Q02556","FCGR2B","IRF8","pred"
"P31994","P32927","FCGR2B","CSF2RB","pred"
"P31994","Q92692","FCGR2B","NECTIN2","pred"
"P31994","Q05655","FCGR2B","PRKCD","pred"
"P31994","Q05397","FCGR2B","PTK2","pred"
"P31994","Q30201","FCGR2B","HFE","pred"
"P31994","P41240","FCGR2B","CSK","pred"
"P31994","Q13291","FCGR2B","SLAMF1","pred"
"P31994","Q92637","FCGR2B","FCGR1B","pred"
"P31994","Q8TDQ0","FCGR2B","HAVCR2","pred"
"P31994","Q8NHL6","FCGR2B","LILRB1","pred"
"P31994","Q29980","FCGR2B","MICB","pred"
"P31994","Q7Z6A9","FCGR2B","BTLA","pred"
"P31994","Q99704","FCGR2B","DOK1","pred"
"P31994","Q06187","FCGR2B","BTK","pred"
"P31994","Q9UKJ1","FCGR2B","PILRA","pred"
"P31994","Q9H7M9","FCGR2B","VSIR","pred"
"P31994","Q9NZQ7","FCGR2B","CD274","pred"
"P31994","P48023","FCGR2B","FASLG","pred"
"P31994","Q8NET5","FCGR2B","NFAM1","pred"
"P31994","Q15303","FCGR2B","ERBB4","pred"
"P31994","P40259","FCGR2B","CD79B","pred"
"P31994","Q8TD46","FCGR2B","CD200R1","pred"
"P31994","Q9UKR5","FCGR2B","ERG28","exp"
"P31994","Q9NP99","FCGR2B","TREM1","pred"
"P31994","Q9Y4H2","FCGR2B","IRS2","pred"
"P31994","Q06124","FCGR2B","PTPN11","exp"
"P31994","Q13478","FCGR2B","IL18R1","pred"
"P31994","P78324","FCGR2B","SIRPA","pred"
"P31994","Q03135","FCGR2B","CAV1","pred"
"P31994","Q96GW9","FCGR2B","MARS2","exp"
"P31994","Q99062","FCGR2B","CSF3R","pred"
"P31994","Q9UM73","FCGR2B","ALK","pred"
"P31994","P62993","FCGR2B","GRB2","exp;pred"
"P31994","P46940","FCGR2B","IQGAP1","pred"
"P31994","P51159","FCGR2B","RAB27A","pred"
"P31994","Q9UDY8","FCGR2B","MALT1","pred"
"P31994","Q92918","FCGR2B","MAP4K1","pred"
"P31994","Q9UQC2","FCGR2B","GAB2","pred"
"P31994","Q07666","FCGR2B","KHDRBS1","pred"
"P31994","P42684","FCGR2B","ABL2","pred"
"P31994","Q07889","FCGR2B","SOS1","pred"
"P31994","Q6PIZ9","FCGR2B","TRAT1","pred"
"P31994","P42081","FCGR2B","CD86","pred"
"P31994","Q13094","FCGR2B","LCP2","pred"
"P31994","Q01362","FCGR2B","MS4A2","pred"
"P31994","Q15080","FCGR2B","NCF4","pred"
"P31994","Q8TB24","FCGR2B","RIN3","pred"
"P31994","Q8N423","FCGR2B","LILRB2","pred"
"P31994","Q9ULH1","FCGR2B","ASAP1","pred"
"P31994","Q9Y279","FCGR2B","VSIG4","pred"
"P31994","P43628","FCGR2B","KIR2DL3","pred"
"P31994","Q95460","FCGR2B","MR1","pred"
"P31994","Q9HBG7","FCGR2B","LY9","pred"
"P31994","Q96D42","FCGR2B","HAVCR1","pred"
"P31994","Q8TDQ1","FCGR2B","CD300LF","pred"
"P31994","P40200","FCGR2B","CD96","pred"
"P31994","Q16553","FCGR2B","LY6E","exp"
"P31994","Q08881","FCGR2B","ITK","pred"
"P31994","P35968","FCGR2B","KDR","pred"
"P31994","Q9NZC2","FCGR2B","TREM2","pred"
"P31994","P78310","FCGR2B","CXADR","pred"
"P31994","Q9P1W8","FCGR2B","SIRPG","pred"
"P31994","Q14258","FCGR2B","TRIM25","pred"
"P31994","Q92835","FCGR2B","INPP5D","exp;pred"
"P31994","Q8WV28","FCGR2B","BLNK","pred"
"P31994","Q14653","FCGR2B","IRF3","pred"
"P31994","P43405","FCGR2B","SYK","pred"
"P31994","P98082","FCGR2B","DAB2","pred"
"P31994","P78314","FCGR2B","SH3BP2","pred"
"P31994","Q13077","FCGR2B","TRAF1","pred"
"P31994","Q9UPX8","FCGR2B","SHANK2","pred"
"P31994","Q5TFQ8","FCGR2B","SIRPB1","pred"
"P31994","Q9NWQ8","FCGR2B","PAG1","pred"
"P31994","Q9Y624","FCGR2B","F11R","pred"
"P31994","Q5ZPR3","FCGR2B","CD276","pred"
"P31994","Q9HB58","FCGR2B","SP110","pred"
"P31994","Q16270","FCGR2B","IGFBP7","pred"
"P31994","Q14289","FCGR2B","PTK2B","pred"
"P31994","P43403","FCGR2B","ZAP70","pred"
"P31994","P49840","FCGR2B","GSK3A","exp"
"P31994","Q9HCN6","FCGR2B","GP6","pred"
"P31994","Q9GZY6","FCGR2B","LAT2","pred"
"P31994","Q9Y336","FCGR2B","SIGLEC9","pred"
"P31994","P42768","FCGR2B","WAS","pred"
"P31994","P51451","FCGR2B","BLK","exp"
"P31994","P46108","FCGR2B","CRK","exp;pred"
"P31994","Q6GTX8","FCGR2B","LAIR1","pred"
"P31994","Q07912","FCGR2B","TNK2","pred"
"P31994","Q29983","FCGR2B","MICA","pred"
"P31994","Q7L591","FCGR2B","DOK3","pred"
"P32121","Q13546","ARRB2","RIPK1","pred"
"P32189","Q15116","GK","PDCD1","exp"
"P32248","Q14765","CCR7","STAT4","pred"
"P32519","Q9Y2R2","ELF1","PTPN22","pred"
"P32927","Q9Y2R2","CSF2RB","PTPN22","pred"
"P33981","Q13546","TTK","RIPK1","pred"
"P33993","Q9NSU2","MCM7","TREX1","exp"
"P34910","Q14765","EVI2B","STAT4","pred"
"P34931","Q13546","HSPA1L","RIPK1","exp;pred"
"P34932","Q13546","HSPA4","RIPK1","pred"
"P34947","Q13546","GRK5","RIPK1","pred"
"P34949","Q9Y2R2","MPI","PTPN22","pred"
"P35236","Q9Y2R2","PTPN7","PTPN22","pred"
"P35968","Q13546","KDR","RIPK1","pred"
"P35968","Q9Y2R2","KDR","PTPN22","pred"
"P36507","Q13546","MAP2K2","RIPK1","pred"
"P36873","Q13546","PPP1CC","RIPK1","pred"
"P36888","Q13546","FLT3","RIPK1","pred"
"P36894","Q13546","BMPR1A","RIPK1","pred"
"P36894","Q15116","BMPR1A","PDCD1","exp"
"P36896","Q13546","ACVR1B","RIPK1","pred"
"P36897","Q13546","TGFBR1","RIPK1","pred"
"P36941","Q13546","LTBR","RIPK1","pred"
"P37023","Q13546","ACVRL1","RIPK1","pred"
"P37173","Q13546","TGFBR2","RIPK1","pred"
"P38646","Q13546","HSPA9","RIPK1","exp;pred"
"P38646","Q13568","HSPA9","IRF5","pred"
"P38936","Q13546","CDKN1A","RIPK1","pred"
"P39687","Q9NSU2","ANP32A","TREX1","pred"
"P40238","Q14765","MPL","STAT4","pred"
"P40305","Q13546","IFI27","RIPK1","pred"
"P40763","Q13546","STAT3","RIPK1","pred"
"P40763","Q13568","STAT3","IRF5","pred"
"P40763","Q14765","STAT3","STAT4","exp;pred"
"P40763","Q8NDB2","STAT3","BANK1","ortho;pred"
"P40925","Q9Y2R2","MDH1","PTPN22","pred"
"P40939","Q13546","HADHA","RIPK1","pred"
"P41182","Q14765","BCL6","STAT4","pred"
"P41231","Q13546","P2RY2","RIPK1","pred"
"P41240","Q9Y2R2","CSK","PTPN22","exp;pred"
"P41252","Q13546","IARS","RIPK1","pred"
"P41273","Q13546","TNFSF9","RIPK1","pred"
"P41279","Q13546","MAP3K8","RIPK1","exp;ortho;pred"
"P41743","Q13546","PRKCI","RIPK1","exp;pred"
"P42081","Q13546","CD86","RIPK1","pred"
"P42224","Q13546","STAT1","RIPK1","pred"
"P42224","Q13568","STAT1","IRF5","pred"
"P42224","Q14765","STAT1","STAT4","exp;pred"
"P42224","Q9Y2R2","STAT1","PTPN22","pred"
"P42226","Q13546","STAT6","RIPK1","pred"
"P42226","Q13568","STAT6","IRF5","pred"
"P42226","Q14765","STAT6","STAT4","pred"
"P42229","Q13546","STAT5A","RIPK1","pred"
"P42229","Q14765","STAT5A","STAT4","pred"
"P42336","Q9Y2R2","PIK3CA","PTPN22","pred"
"P42345","Q13546","MTOR","RIPK1","pred"
"P42574","Q13546","CASP3","RIPK1","pred"
"P42574","Q9Y2R2","CASP3","PTPN22","pred"
"P42575","Q13546","CASP2","RIPK1","pred"
"P42677","Q13546","RPS27","RIPK1","pred"
"P42679","Q14765","MATK","STAT4","pred"
"P42680","Q14765","TEC","STAT4","pred"
"P42680","Q9Y2R2","TEC","PTPN22","pred"
"P42684","Q14765","ABL2","STAT4","pred"
"P42684","Q9Y2R2","ABL2","PTPN22","pred"
"P42685","Q14765","FRK","STAT4","pred"
"P42701","Q14765","IL12RB1","STAT4","exp;pred"
"P42768","Q9Y2R2","WAS","PTPN22","exp;pred"
"P42772","Q13546","CDKN2B","RIPK1","pred"
"P42773","Q13546","CDKN2C","RIPK1","pred"
"P42858","Q13546","HTT","RIPK1","pred"
"P43246","Q9NSU2","MSH2","TREX1","exp"
"P43378","Q15116","PTPN9","PDCD1","exp"
"P43378","Q9Y2R2","PTPN9","PTPN22","pred"
"P43403","Q13546","ZAP70","RIPK1","pred"
"P43403","Q14765","ZAP70","STAT4","pred"
"P43403","Q9Y2R2","ZAP70","PTPN22","exp;pred"
"P43405","Q13546","SYK","RIPK1","pred"
"P43405","Q9Y2R2","SYK","PTPN22","pred"
"P43489","Q13546","TNFRSF4","RIPK1","ortho;pred"
"P45983","Q13546","MAPK8","RIPK1","pred"
"P45984","Q13546","MAPK9","RIPK1","pred"
"P45984","Q9Y2R2","MAPK9","PTPN22","pred"
"P45985","Q13546","MAP2K4","RIPK1","pred"
"P46108","Q14765","CRK","STAT4","exp;pred"
"P46108","Q9Y2R2","CRK","PTPN22","pred"
"P46109","Q14765","CRKL","STAT4","pred"
"P46734","Q13546","MAP2K3","RIPK1","pred"
"P46782","Q13546","RPS5","RIPK1","pred"
"P46783","Q13546","RPS10","RIPK1","pred"
"P46934","Q13546","NEDD4","RIPK1","pred"
"P46940","Q13546","IQGAP1","RIPK1","pred"
"P47756","Q13546","CAPZB","RIPK1","pred"
"P48023","Q13546","FASLG","RIPK1","pred"
"P48023","Q9Y2R2","FASLG","PTPN22","pred"
"P48551","Q13568","IFNAR2","IRF5","pred"
"P48551","Q14765","IFNAR2","STAT4","pred"
"P48552","Q13546","NRIP1","RIPK1","pred"
"P48643","Q13546","CCT5","RIPK1","pred"
"P48643","Q13568","CCT5","IRF5","pred"
"P48729","Q13546","CSNK1A1","RIPK1","exp;pred"
"P48730","Q13546","CSNK1D","RIPK1","pred"
"P48736","Q9Y2R2","PIK3CG","PTPN22","pred"
"P49137","Q13546","MAPKAPK2","RIPK1","pred"
"P49184","Q13609","DNASE1L1","DNASE1L3","pred"
"P49327","Q13546","FASN","RIPK1","pred"
"P49407","Q13546","ARRB1","RIPK1","pred"
"P49662","Q13546","CASP4","RIPK1","pred"
"P49759","Q13546","CLK1","RIPK1","pred"
"P49759","Q9Y2R2","CLK1","PTPN22","exp"
"P49760","Q13546","CLK2","RIPK1","pred"
"P49761","Q13546","CLK3","RIPK1","pred"
"P49796","Q13568","RGS3","IRF5","exp"
"P49810","Q13546","PSEN2","RIPK1","pred"
"P49841","Q13546","GSK3B","RIPK1","pred"
"P49863","Q14765","GZMK","STAT4","pred"
"P49863","Q9NSU2","GZMK","TREX1","pred"
"P50502","Q13546","ST13","RIPK1","pred"
"P50591","Q13546","TNFSF10","RIPK1","exp;pred"
"P50613","Q13546","CDK7","RIPK1","pred"
"P51397","Q13546","DAP","RIPK1","pred"
"P51398","Q13546","DAP3","RIPK1","pred"
"P51451","Q14765","BLK","STAT4","pred"
"P51452","Q9Y2R2","DUSP3","PTPN22","pred"
"P51532","Q14765","SMARCA4","STAT4","pred"
"P51617","Q13546","IRAK1","RIPK1","pred"
"P51617","Q13568","IRAK1","IRF5","ortho;pred"
"P51668","Q13546","UBE2D1","RIPK1","exp;pred"
"P51692","Q13546","STAT5B","RIPK1","pred"
"P51692","Q14765","STAT5B","STAT4","pred"
"P51812","Q13546","RPS6KA3","RIPK1","pred"
"P51813","Q14765","BMX","STAT4","pred"
"P51861","Q9Y2R2","CDR1","PTPN22","pred"
"P51878","Q13546","CASP5","RIPK1","pred"
"P51955","Q13546","NEK2","RIPK1","pred"
"P51957","Q13546","NEK4","RIPK1","pred"
"P51959","Q13546","CCNG1","RIPK1","pred"
"P52294","Q13568","KPNA1","IRF5","exp"
"P52333","Q13546","JAK3","RIPK1","pred"
"P52333","Q14765","JAK3","STAT4","pred"
"P52564","Q13546","MAP2K6","RIPK1","pred"
"P52564","Q14765","MAP2K6","STAT4","exp"
"P52566","Q9Y2R2","ARHGDIB","PTPN22","pred"
"P52630","Q13568","STAT2","IRF5","pred"
"P52630","Q14765","STAT2","STAT4","pred"
"P52630","Q9Y2R2","STAT2","PTPN22","pred"
"P52735","Q9Y2R2","VAV2","PTPN22","pred"
"P52747","Q13568","ZNF143","IRF5","pred"
"P52907","Q13546","CAPZA1","RIPK1","pred"
"P52952","Q13546","NKX2-5","RIPK1","pred"
"P53350","Q13546","PLK1","RIPK1","pred"
"P53355","Q13546","DAPK1","RIPK1","pred"
"P53367","Q13546","ARFIP1","RIPK1","pred"
"P53667","Q13546","LIMK1","RIPK1","pred"
"P53671","Q13546","LIMK2","RIPK1","pred"
"P53675","Q13546","CLTCL1","RIPK1","pred"
"P54132","Q13546","BLM","RIPK1","pred"
"P54136","Q13546","RARS","RIPK1","pred"
"P54259","Q13546","ATN1","RIPK1","pred"
"P54652","Q13546","HSPA2","RIPK1","pred"
"P54760","Q13546","EPHB4","RIPK1","pred"
"P54762","Q9Y2R2","EPHB1","PTPN22","pred"
"P54829","Q9Y2R2","PTPN5","PTPN22","pred"
"P55072","Q13546","VCP","RIPK1","pred"
"P55072","Q9Y2R2","VCP","PTPN22","exp"
"P55209","Q13546","NAP1L1","RIPK1","pred"
"P55210","Q13546","CASP7","RIPK1","pred"
"P55211","Q13546","CASP9","RIPK1","pred"
"P55212","Q13546","CASP6","RIPK1","pred"
"P55771","Q9Y2R2","PAX9","PTPN22","pred"
"P55957","Q13546","BID","RIPK1","pred"
"P56192","Q13546","MARS","RIPK1","pred"
"P56945","Q9Y2R2","BCAR1","PTPN22","pred"
"P57058","Q13546","HUNK","RIPK1","pred"
"P57059","Q13546","SIK1","RIPK1","pred"
"P57075","Q9Y2R2","UBASH3A","PTPN22","pred"
"P58107","Q13546","EPPK1","RIPK1","pred"
"P58340","Q13546","MLF1","RIPK1","exp"
"P58753","Q13568","TIRAP","IRF5","pred"
"P59046","Q13546","NLRP12","RIPK1","pred"
"P60228","Q9Y2R2","EIF3E","PTPN22","exp"
"P60409","Q9NSU2","KRTAP10-7","TREX1","exp"
"P60660","Q13546","MYL6","RIPK1","pred"
"P60660","Q13568","MYL6","IRF5","pred"
"P60709","Q13546","ACTB","RIPK1","pred"
"P60866","Q13546","RPS20","RIPK1","pred"
"P61006","Q13546","RAB8A","RIPK1","pred"
"P61024","Q13546","CKS1B","RIPK1","pred"
"P61077","Q13546","UBE2D3","RIPK1","pred"
"P61088","Q13546","UBE2N","RIPK1","exp;pred"
"P61201","Q13568","COPS2","IRF5","exp"
"P61247","Q13546","RPS3A","RIPK1","pred"
"P61289","Q13546","PSME3","RIPK1","pred"
"P61803","Q15116","DAD1","PDCD1","exp"
"P61978","Q9Y2R2","HNRNPK","PTPN22","pred"
"P61981","Q13546","YWHAG","RIPK1","pred"
"P62136","Q13546","PPP1CA","RIPK1","pred"
"P62140","Q13546","PPP1CB","RIPK1","pred"
"P62158","Q13546","-","RIPK1","pred"
"P62158","Q13568","-","IRF5","pred"
"P62244","Q13546","RPS15A","RIPK1","pred"
"P62249","Q13546","RPS16","RIPK1","pred"
"P62258","Q13546","YWHAE","RIPK1","pred"
"P62330","Q15116","ARF6","PDCD1","exp"
"P62736","Q9NSU2","ACTA2","TREX1","exp"
"P62805","Q13546","HIST1H4A;HIST1H4B;HIST1H4C;HIST1H4D;HIST1H4E;HIST1H4F;HIST1H4H;HIST1H4I;HIST1H4J;HIST1H4K;HIST1H4L;HIST2H4A;HIST2H4B;HIST4H4","RIPK1","pred"
"P62829","Q13546","RPL23","RIPK1","exp;pred"
"P62837","Q13546","UBE2D2","RIPK1","pred"
"P62873","Q13546","GNB1","RIPK1","pred"
"P62879","Q13546","GNB2","RIPK1","pred"
"P62906","Q13546","RPL10A","RIPK1","pred"
"P62913","Q13546","RPL11","RIPK1","pred"
"P62942","Q13546","FKBP1A","RIPK1","pred"
"P62979","Q13546","RPS27A","RIPK1","pred"
"P62987","Q13546","UBA52","RIPK1","exp;pred"
"P62993","Q13546","GRB2","RIPK1","pred"
"P62993","Q13568","GRB2","IRF5","exp"
"P62993","Q9Y2R2","GRB2","PTPN22","exp;pred"
"P63104","Q13546","YWHAZ","RIPK1","pred"
"P63104","Q8NDB2","YWHAZ","BANK1","exp"
"P63165","Q13546","SUMO1","RIPK1","pred"
"P63261","Q13546","ACTG1","RIPK1","exp;pred"
"P68133","Q9Y2R2","ACTA1","PTPN22","exp"
"P68363","Q13546","TUBA1B","RIPK1","pred"
"P68366","Q13546","TUBA4A","RIPK1","pred"
"P68371","Q13546","TUBB4B","RIPK1","pred"
"P68400","Q13546","CSNK2A1","RIPK1","pred"
"P78314","Q14765","SH3BP2","STAT4","pred"
"P78314","Q9Y2R2","SH3BP2","PTPN22","pred"
"P78362","Q9Y2R2","SRPK2","PTPN22","exp"
"P78368","Q13546","CSNK1G2","RIPK1","pred"
"P78371","Q13546","CCT2","RIPK1","pred"
"P78527","Q13546","PRKDC","RIPK1","pred"
"P78527","Q9NSU2","PRKDC","TREX1","exp"
"P78536","Q13546","ADAM17","RIPK1","pred"
"P78560","Q13546","CRADD","RIPK1","exp;pred"
"P80192","Q13546","MAP3K9","RIPK1","pred"
"P80723","Q13546","BASP1","RIPK1","pred"
"P84022","Q13568","SMAD3","IRF5","pred"
"P98170","Q13546","XIAP","RIPK1","exp;pred"
"Q00005","Q13546","PPP2R2B","RIPK1","pred"
"Q00325","Q13546","SLC25A3","RIPK1","pred"
"Q00526","Q13546","CDK3","RIPK1","pred"
"Q00535","Q13546","CDK5","RIPK1","pred"
"Q00610","Q13546","CLTC","RIPK1","pred"
"Q00613","Q13546","HSF1","RIPK1","pred"
"Q00653","Q13546","NFKB2","RIPK1","pred"
"Q00653","Q13568","NFKB2","IRF5","pred"
"Q00839","Q13546","HNRNPU","RIPK1","pred"
"Q00978","Q13568","IRF9","IRF5","pred"
"Q00978","Q14765","IRF9","STAT4","pred"
"Q00978","Q15116","IRF9","PDCD1","ortho"
"Q00987","Q13546","MDM2","RIPK1","pred"
"Q00987","Q9NSU2","MDM2","TREX1","pred"
"Q01082","Q13546","SPTBN1","RIPK1","pred"
"Q01105","Q13546","SET","RIPK1","pred"
"Q01105","Q9NSU2","SET","TREX1","exp;pred"
"Q01201","Q13546","RELB","RIPK1","pred"
"Q01201","Q14765","RELB","STAT4","pred"
"Q01638","Q13568","IL1RL1","IRF5","pred"
"Q01973","Q13546","ROR1","RIPK1","pred"
"Q01974","Q13546","ROR2","RIPK1","pred"
"Q01974","Q9Y2R2","ROR2","PTPN22","exp"
"Q02156","Q13546","PRKCE","RIPK1","pred"
"Q02556","Q13568","IRF8","IRF5","pred"
"Q02556","Q14765","IRF8","STAT4","pred"
"Q02750","Q13546","MAP2K1","RIPK1","pred"
"Q02763","Q13546","TEK","RIPK1","pred"
"Q03135","Q13546","CAV1","RIPK1","pred"
"Q04206","Q13546","RELA","RIPK1","pred"
"Q04206","Q13568","RELA","IRF5","exp;pred"
"Q04206","Q14765","RELA","STAT4","pred"
"Q04637","Q13546","EIF4G1","RIPK1","pred"
"Q04759","Q13546","PRKCQ","RIPK1","ortho"
"Q04759","Q9Y2R2","PRKCQ","PTPN22","pred"
"Q04771","Q13546","ACVR1","RIPK1","pred"
"Q04864","Q13546","REL","RIPK1","pred"
"Q04864","Q13568","REL","IRF5","pred"
"Q04864","Q14765","REL","STAT4","pred"
"Q04917","Q13546","YWHAH","RIPK1","pred"
"Q05209","Q9Y2R2","PTPN12","PTPN22","pred"
"Q05397","Q13546","PTK2","RIPK1","exp;pred"
"Q05397","Q9Y2R2","PTK2","PTPN22","pred"
"Q05513","Q13546","PRKCZ","RIPK1","exp;pred"
"Q05639","Q13546","EEF1A2","RIPK1","pred"
"Q05655","Q13546","PRKCD","RIPK1","pred"
"Q05655","Q14765","PRKCD","STAT4","pred"
"Q05655","Q9Y2R2","PRKCD","PTPN22","exp;pred"
"Q06124","Q14765","PTPN11","STAT4","pred"
"Q06124","Q15116","PTPN11","PDCD1","exp"
"Q06124","Q9Y2R2","PTPN11","PTPN22","pred"
"Q06187","Q13546","BTK","RIPK1","pred"
"Q06187","Q14765","BTK","STAT4","pred"
"Q06187","Q9Y2R2","BTK","PTPN22","pred"
"Q06323","Q13546","PSME1","RIPK1","pred"
"Q06830","Q13546","PRDX1","RIPK1","pred"
"Q07011","Q13546","TNFRSF9","RIPK1","pred"
"Q07021","Q13546","C1QBP","RIPK1","pred"
"Q07666","Q13546","KHDRBS1","RIPK1","exp;ortho"
"Q07666","Q14765","KHDRBS1","STAT4","pred"
"Q07666","Q9Y2R2","KHDRBS1","PTPN22","pred"
"Q07817","Q13546","BCL2L1","RIPK1","pred"
"Q07912","Q13546","TNK2","RIPK1","pred"
"Q07912","Q9Y2R2","TNK2","PTPN22","pred"
"Q07954","Q13546","LRP1","RIPK1","pred"
"Q08050","Q13546","FOXM1","RIPK1","pred"
"Q08050","Q13568","FOXM1","IRF5","pred"
"Q08345","Q13546","DDR1","RIPK1","pred"
"Q08380","Q13546","LGALS3BP","RIPK1","pred"
"Q08380","Q13568","LGALS3BP","IRF5","pred"
"Q08830","Q13546","FGL1","RIPK1","exp"
"Q08881","Q13546","ITK","RIPK1","pred"
"Q08881","Q14765","ITK","STAT4","pred"
"Q08881","Q9Y2R2","ITK","PTPN22","pred"
"Q09013","Q13546","DMPK","RIPK1","pred"
"Q09472","Q13546","EP300","RIPK1","pred"
"Q09472","Q13568","EP300","IRF5","exp;pred"
"Q09472","Q14765","EP300","STAT4","pred"
"Q0P651","Q15116","ABHD18","PDCD1","exp"
"Q12851","Q13546","MAP4K2","RIPK1","pred"
"Q12852","Q13546","MAP3K12","RIPK1","pred"
"Q12866","Q9Y2R2","MERTK","PTPN22","pred"
"Q12913","Q9Y2R2","PTPRJ","PTPN22","pred"
"Q12923","Q9Y2R2","PTPN13","PTPN22","pred"
"Q12929","Q9Y2R2","EPS8","PTPN22","pred"
"Q12931","Q13546","TRAP1","RIPK1","pred"
"Q12933","Q13546","TRAF2","RIPK1","exp;ortho;pred"
"Q12933","Q13568","TRAF2","IRF5","pred"
"Q13043","Q13546","STK4","RIPK1","pred"
"Q13043","Q9Y2R2","STK4","PTPN22","pred"
"Q13045","Q13568","FLII","IRF5","pred"
"Q13077","Q13546","TRAF1","RIPK1","exp;pred"
"Q13077","Q8NDB2","TRAF1","BANK1","ortho"
"Q13077","Q9Y2R2","TRAF1","PTPN22","pred"
"Q13094","Q9Y2R2","LCP2","PTPN22","pred"
"Q13098","Q13568","GPS1","IRF5","exp"
"Q13107","Q13546","USP4","RIPK1","exp"
"Q13114","Q13546","TRAF3","RIPK1","exp;pred"
"Q13114","Q13568","TRAF3","IRF5","pred"
"Q13114","Q9Y2R2","TRAF3","PTPN22","exp"
"Q13131","Q13546","PRKAA1","RIPK1","pred"
"Q13131","Q9Y2R2","PRKAA1","PTPN22","pred"
"Q13153","Q13546","PAK1","RIPK1","pred"
"Q13158","Q13546","FADD","RIPK1","exp;ortho;pred"
"Q13163","Q13546","MAP2K5","RIPK1","pred"
"Q13164","Q13546","MAPK7","RIPK1","pred"
"Q13177","Q13546","PAK2","RIPK1","pred"
"Q13188","Q13546","STK3","RIPK1","pred"
"Q13191","Q9Y2R2","CBLB","PTPN22","pred"
"Q13233","Q13546","MAP3K1","RIPK1","pred"
"Q13239","Q14765","SLA","STAT4","pred"
"Q13263","Q13546","TRIM28","RIPK1","pred"
"Q13263","Q13568","TRIM28","IRF5","exp"
"Q13263","Q14765","TRIM28","STAT4","exp"
"Q13287","Q14765","NMI","STAT4","exp;pred"
"Q13291","Q14765","SLAMF1","STAT4","pred"
"Q13315","Q13546","ATM","RIPK1","pred"
"Q13315","Q9NSU2","ATM","TREX1","exp;pred"
"Q13322","Q13546","GRB10","RIPK1","pred"
"Q13322","Q9Y2R2","GRB10","PTPN22","pred"
"Q13332","Q9Y2R2","PTPRS","PTPN22","pred"
"Q13418","Q13546","ILK","RIPK1","pred"
"Q13443","Q13546","ADAM9","RIPK1","pred"
"Q13444","Q9Y2R2","ADAM15","PTPN22","pred"
"Q13451","Q13546","FKBP5","RIPK1","pred"
"Q13451","Q13568","FKBP5","IRF5","pred"
"Q13464","Q13546","ROCK1","RIPK1","pred"
"Q13469","Q13568","NFATC2","IRF5","ortho;pred"
"Q13469","Q14765","NFATC2","STAT4","pred"
